"dailyTxns","dailyVolumeETH","dailyVolumeToken","dailyVolumeUSD","date","priceUSD","totalLiquidityETH","totalLiquidityToken","totalLiquidityUSD"
"410","186868.273094281857331364436639879","188659.858022615576541345","2796814.514717890401954963812726159",1626739200,"14.60222795659550804131934436920258","19482.59466328059680254876859583633","2381988.989997147952792314","34782346.22203905179440954069714283"
"379","206433.2999322239388304551691380158","207540.363095937417038857","3319565.416494992503158878735172501",1626652800,"15.7634837441841024157963147668973","20074.91539797534736120707073851534","2320652.606295331045225109","36581569.63523492074554751913001018"
"299","108363.8706270561722595270615446167","109216.84757590707224624","1819943.587481376745651977739326955",1626566400,"16.36212451879775772259148330542733","20059.24521330490550390037809546396","2326175.662665612583842467","38061175.84513164149257401356288466"
"379","207505.3837825691421385028376366744","208156.050921390303565388","3384719.577643923669166550448386791",1626480000,"16.1144819024184250298847327306704","19699.01125162399689065001192055342","2316429.193013710869573853","37328056.30905316059992116591424711"
"350","126326.8666007408274032123382425013","127723.239191662058588928","2129855.25923964051643808411567339",1626393600,"16.32722226989877847921296388353469","19946.53553470767048212493434803298","2291060.203031036696064176","37406649.16860715924720077847006634"
"373","186597.8867022369178378978310873574","188082.322804771985501266","3326169.141173127495769048792798785",1626307200,"16.9198396395028572489847424350284","20159.04840094953497545094049107111","2268082.14238133109437053","38375586.13831220925070304029986367"
"416","205940.9085600860184870274406146968","207710.914746054001140323","3651829.335580673395162719604493954",1626220800,"17.83929030207401353893013821167042","20245.88581673009911655388478602213","2260999.000912276175552851","40334617.54997340206886064868743394"
"359","110873.8035108057345816595195079631","112705.079691279094178723","2141635.626129157670666453711170133",1626134400,"18.37833090400042819260921805829956","20848.4555650203123839323293043255","2198516.91299478036939738","40405071.32505959264228178997650089"
"357","93840.86611985693002374601054305178","94595.229466767840569285","1937915.466722284666226051352917041",1626048000,"19.584511193895547843431518375148","21511.57857140225204234188941142524","2236148.772144598244828915","43793880.65928166915082617291454873"
"356","58630.92286503786533838561871629949","59026.339770941463166416","1208686.281980263267663784441527653",1625961600,"20.62448124062750070929587711213757","21569.98286934916785540522875018099","2239251.192020673177968393","46183394.20288314336246491347932546"
"414","56663.00202879669992878777645976759","57998.907830980923157982","1187305.611564439815324718203998215",1625875200,"20.25656938765976368922948755082204","21528.53491209328448547127015454873","2248332.963724497578792919","45543512.68624800760729540555530425"
"374","113235.9652792250306102455117490108","114240.102390087323815089","2358451.91209316817956701155197932",1625788800,"21.08207502646732382214957254573332","21823.447859023902214875935360796","2228755.656715455920999857","46986793.97053869307244866169413794"
"364","143838.6411984018747786380847451124","145714.248723908034152605","3028496.66321119199491553748471125",1625702400,"20.38404022107429193627540468274178","21628.47308458805304866769360445486","2249246.230083703668105744","45848725.62112593662490579330908763"
"356","189750.9761905515090864053268525295","191005.255694482115076766","4372253.989317247508751510207496074",1625616000,"22.32512627253654278745951583932453","21687.12417108502008532886734695416","2250099.512510965247483002","50233755.74258021759916568085162841"
"603","443498.5009350991562160349485544991","446131.648338548561175833","9749091.067342361390758734969689795",1625529600,"22.37022026586021783612521377977423","21713.41646497096075382462866285592","2253249.395750607134252163","50405685.29685752192016434510101169"
"526","165358.02122882365904291683355085","166344.302361586683948832","3337416.456694337313912396954230788",1625443200,"20.25236626330263560195493944553403","21139.35058048747745084849797194434","2317863.846705380866202435","46942227.57194492727574118594742369"
"815","433678.4847040558771782984504261774","435276.03459821035155615","9020295.412161324007863766308021411",1625356800,"20.85204176487083867705709543158027","20876.49861899147511031080179252606","2330550.817575905362317004","48596742.98324665764593785279290165"
"537","199463.6642766940907608267114879765","200346.306138626967387422","3774912.843957667024483433196493422",1625270400,"19.41305523887326257199473393225677","20602.94727906806367135750534777509","2361692.276141794188331412","45847662.61396097756982875680461818"
"431","90734.9500989909627044469930354464","91502.129169897750104134","1608420.921559947150197410218770534",1625184000,"18.15199291798795428309895564262739","19927.15086242004759641249588433932","2359408.990883181805764608","42827975.29314862193078765843586805"
"435","98159.451388860741309213627535052","99236.243975619869800104","1816937.796325913401269823602257054",1625097600,"17.89862014086681829810004839688133","19956.33920418755804096067010383755","2357993.603901053920849724","42204831.81081853827761114709984528"
"475","171778.2047732931286642128247241763","172912.675766166417109437","3178001.422571553582957976368775142",1625011200,"19.18405551916552786533061864046986","19928.11325834250719945257653060813","2361959.196956417782115144","45311956.36841554461932598581874432"
"523","133595.3149093739102141586284355483","134615.767017969608738804","2507427.01056415293369993979575121",1624924800,"18.53829773437678563271774430560991","20104.97111314315047363183135151027","2345406.066731353361739968","43479835.97307941612153074007099039"
"469","152133.8835767194531659072464131461","154390.575845369676213248","2728867.575474516650858819868926633",1624838400,"17.62619299861273042426094893535999","20129.18243418897840863498114952996","2373268.269723339921215285","41831684.55962728319029135837850477"
"524","77019.55458848334846718648161884844","78316.969089568802785788","1275186.208513672868640047089241629",1624752000,"17.03306511424000414542029210896195","20310.21859573300043231307566424972","2356803.709292559043445208","40143591.04186252772286391794474572"
"661","282715.0758415200294433228066829667","284464.832054884365092943","4536310.734536229484243481162371184",1624665600,"16.12060377074244830652745739578639","20613.43714435824418992195901154392","2334332.89292356605288676","37630855.63583176673723276479113006"
"577","190836.6512011317665903542991200921","196443.557892522043853749","3291565.11678530884920940519196842",1624579200,"15.96534423781111747346577765268146","20610.78105585384139122875666258507","2344668.018050130507488662","37433432.03155666427374882941486"
"565","153525.6878027555143037435941274128","154889.048116127281829198","2695211.753569547789941647108995613",1624492800,"18.08589610305583550728582079889556","20972.87873593176389384232710696769","2305128.773982345165185292","41690319.51040917224828001025480098"
"634","206448.7735014080619367458586193434","208272.729015104691240036","3643776.022176040391192868055342658",1624406400,"17.76865551239908728945538072543832","20857.79079134270414352090850408371","2312427.03369552485734387","41088719.35929465772311706272178837"
"754","579487.1585429855191216576039226878","584190.602664069274860102","9027596.276361114546885306146745903",1624320000,"16.32347595113026198000218274201597","20541.53412521230101968967112665749","2352320.443088780649603695","38398046.18211179301023642940510817"
"532","236570.3285413647829317752299972494","238868.881411967253496834","4159449.43913053364277751062061426",1624233600,"15.89343988783823909284708924842526","20335.43127307015216014519106870108","2420863.014839051661375334","38475840.80303531857762210689610012"
"568","153997.6449820823229528649790383115","155348.257156436596412322","3066533.697906251867300254434752067",1624147200,"20.70418039900633165540027149891165","21467.9421382468051466645654538572","2320120.641613907622474364","48036196.31143266012742017508193327"
"508","43617.89043321986262323919465572146","45323.145659700288444307","925180.3180162422621168531714692547",1624060800,"19.88328170760083632079891841598341","21375.9096648966504598865123494184","2334711.731268474461225699","46421731.05885153776742704505040792"
"449","125051.2516505638130151234148028762","126251.437587713238796645","2654537.241279919988931674599683578",1623974400,"20.33703545613082596661428414012598","21522.71469680164914806835534505408","2356505.749643011930285062","47924340.98306608511136747138020873"
"451","67913.32627752455201412332777325816","68442.857041012106745903","1517734.106960839453134858652665645",1623888000,"22.10974730861315263832463353699395","21789.76255642544537639519445601101","2336684.325676598398028062","51663499.9807067108686184798530573"
"488","93770.78445067179213491894228096556","94766.07554646079621546","2135756.312371829733190203241675652",1623801600,"21.68744619474387558384126944286784","21713.99103990398006380765387644464","2359405.850463430397555265","51169487.43348956111617582998139124"
"472","50239.45803781427830908251487583203","50984.67181625384074927","1221085.617008775001794584949460242",1623715200,"23.53319159419594592520112791897279","21765.43213913557102828866231629453","2360135.732873606456732887","55541526.39002264391182866196544854"
"517","96431.02135356500767251545417027438","97588.733721932544016436","2292535.41434249206839601424376731",1623628800,"24.03249110131395137139347425379858","21941.88687461487619188268736866381","2351824.013243696615736047","56520189.67013560343625432900071278"
"703","179313.8097890721833078048114608422","180758.467709137525063835","3933295.923891123532023114025229804",1623542400,"23.21178857528135503318527477399035","21960.90787357751623992011236760549","2371096.387728781498641249","55037388.04357382049168723802287598"
"691","171155.2537021522168613762693605942","172330.426986549003142031","3635338.071046533680673945947109126",1623456000,"21.21832632036901097465825618006575","21601.23847501292707671979583893052","2415798.032940060924303404","51259190.98702777767926315470906328"
"513","174789.4812247135625002497694540962","175662.882743515385667724","3948117.717888100245797102820912966",1623369600,"21.82095198153480016702327511244137","22047.50971451990250333954297323554","2373345.179043205836810858","51788651.18750890748750484585505593"
"596","81433.45302951847186368287041217033","82187.530587681088330909","1988659.412623395642089515465401001",1623283200,"23.52755644289907895260542443975578","22365.96027336198322379330660522143","2348461.072810884750601636","55253550.44450941448331450613259761"
"647","237696.1037062146592377833640469277","239106.530156886907632812","5657617.937229602586615145400281739",1623196800,"25.08169621639258943138015124420235","22954.91452008505408787677491640298","2384167.290010727895205522","59798959.69710904732928245349966344"
"605","172875.5698604252083419725827860163","174660.827983343556139479","3976001.576441856432078684129751353",1623110400,"23.51029039257167234628469778427844","23494.47390095353290358366572259265","2516101.670887576599629229","59154280.93980172398811424270875349"
"635","166238.6772897444485782013951331452","167320.225941722699130615","4321826.779102820128783897614666439",1623024000,"24.11835094086298194915993357101858","23532.82379325552167890410484201127","2521560.096805280062189249","60815871.33322617823213026344942301"
"609","100070.222563456150076511366091007","101014.619972111382143787","2627886.844949554368347968628037946",1622937600,"25.81057151192564127685019385693081","23855.31111421399474488249611409514","2500093.250125241951939424","64528835.61884015661500020833536226"
"729","121638.9736711019218642580406938289","122863.024144632850480227","3224899.268966161778411574234977926",1622851200,"25.64403823641547063182283082171023","24206.75985862445596732627693397748","2476689.793236861196212562","63512327.75750599459352491326286091"
"674","199916.2937699030052923012392914683","201830.634224940154334121","5357063.257568373572120758575503919",1622764800,"26.46218305664282272106195850465476","24420.52482766018875394916251552786","2479274.356830837877812582","65607011.87809802983685224201711407"
"709","222884.7248574413041260800015490686","224992.64532349664335749","6356044.185094374781767303267979726",1622678400,"28.54780753862864479265759804838512","24494.85723249962869919253645072344","2450077.28717783342962105","69944334.84911817225683720307929054"
"736","422166.6147106749079750512108505636","423314.655708096499651993","11685836.95793560931670633217024936",1622592000,"27.70201097633582435680545673728692","26721.94613824103918473658460865176","2615825.798258342579162819","72463634.97553502582775178916015219"
"806","622133.2093627611297141233677769793","623148.985390988367232867","16935406.10455410171033800625995429",1622505600,"27.44418070438320492817200574874813","27091.67096142225981740436596974102","2601312.984492953914099868","71390903.61508301298867639920333297"
"1057","539059.2862918494837580889599823428","540563.26251105964075787","14069480.4013587430686751480784933",1622419200,"28.31565245690682769158881072672802","27266.31602828402272747625462500004","2607648.617946297756657044","73837271.99550077972608031212275213"
"1025","462625.2268120973196141635027955541","464856.88864470888129962","11457681.71868756803453929918455992",1622332800,"25.699452694609400197809884512645","29565.92225315075400511769275680529","2748800.728474151521285838","70642674.28832931553074563031796552"
"1177","463426.9971513943495223040296675761","466737.988237979038553795","11410675.74146543178632164163383666",1622246400,"23.12008949053735560352920344509369","28830.90257195336860453576270553349","2844646.755301338959588241","65768487.55153367553652596677800407"
"1160","640385.1253811939612028961849149565","643009.017291877598986014","17521211.23983817827369095774403724",1622160000,"25.97555885501665411006859682696422","29762.50681721789049403550786263169","2775280.671310724361783749","72089466.41682185048196734302773528"
"1045","586240.1386377763039475429807961057","588302.440652383784837839","16698477.46178626438797313111149267",1622073600,"28.55726283624210417954380819527263","29541.56656230108048453760257362836","2842239.862547940749862066","81166590.79842617479435482488154928"
"964","671262.4169905798823275821455908218","673713.451794320485154619","18346070.91720232098125383034411242",1621987200,"29.1642364236951525677133280030118","29550.58277368372152559927292328442","2909214.827139356276233415","84845029.02601161136521582017780142"
"1157","1048493.400869782933057249718562799","1052908.046582052684984969","25624477.19262418722844499709045356",1621900800,"25.20387858569447672751801485265605","28683.30844817368307881192936689237","3073820.709462679980701201","77472203.95549064376958795787122981"
"1280","1267503.190142006575269407220196152","1273521.347901547256163128","26335750.70519695856273124435198255",1621814400,"24.7033631048735357823104785442487","28732.41291588422840637151884986012","3069678.615245720372315742","75831385.4476804146499762607765402"
"1303","2868481.510026547776406978803861469","2875578.427179160926965683","45500745.784069485285431159217094",1621728000,"16.84452499396705694385346302881878","27283.20569226801829729682151601053","3414185.736051628983227036","57510336.96496747756998516020924099"
"998","934130.8082440554867631504725664957","937493.507996986766405932","19188659.71406766197529628294114067",1621641600,"20.38300870845703952471202686189228","29507.25866457587076496075435084083","3327975.850623113595676008","67834160.74478564814775915335321584"
"896","1249959.014683497350903508661959384","1254614.323995635242092914","28575678.81241418629741386455302675",1621555200,"21.82416163709395999327549668754239","29829.34036353899171587514069291903","3316746.556745694611048843","72385212.96369287337953814799207134"
"850","1190244.716181094702724755824377053","1194979.578920494707898843","29194980.20543565073045067424779886",1621468800,"26.33502547846514487031302857389753","29260.71913835969149568784174168967","3077224.260909732134853789","81038779.31400887030929482767739297"
"1118","3167775.437126101246908023879961529","3179870.873925284736556061","78103925.4811257762176336432570375",1621382400,"23.52823867219924439969196392213542","29479.20700057515767916432957040081","3073999.444543294937056406","72325792.60942254849033379683603467"
"789","340302.0299896596144860764270160832","344133.558843693099746169","12130431.14315499945670203076236876",1621296000,"35.01898952588258109209633801571963","30859.91716787098194695027919929166","2982406.828545467358247848","104440873.4907544082805240459744157"
"805","376543.8092680705212758125098900552","383523.927821637166700687","13064473.45590078169850964616610457",1621209600,"33.26268939028875276078066126319964","29703.1668155425957775998284465306","2925310.787364918578593204","97303704.09018031482837911799816543"
"916","453428.8410636568633133982036145612","456700.305268705973788969","17126179.17383034559847651484321699",1621123200,"36.57229045031523340379534239595335","30019.54376301662148279562834974846","2939621.025940521665804606","107508673.9745504095281994707300859"
"848","415161.0014769261469207541123768531","417984.159190200582239993","16847546.82685352859679026637981688",1621036800,"36.5630957999026955105385628742353","29983.13805723395932038646274032124","2987305.145322768371616349","109225124.2119786236905874131167289"
"582","177018.2494218166846835278216666539","178655.034023959644980309","7000302.161409852988946949981967779",1620950400,"40.2211227882225301068124097177161","29830.34837933938467423138745189705","3026514.404534446164037267","121729807.4851041537130288527135264"
"721","1033172.064049589160453479483860728","1037982.62514129875595806","39263012.8150208598864069344165449",1620864000,"37.22272618459086410839361263839342","30356.95685136747555236868266109048","3035369.191210294758148772","112984716.2735638320553121548203871"
"720","960362.2617858988346121009232280712","964338.096393232510852344","39802745.50985217491888914863947116",1620777600,"36.36475772970994705196768176772962","30430.18728955199005147131080862737","3149468.254181425319612275","114529650.0407200786619286769217735"
"616","328707.938124912015401160823639538","332373.97150824177766578","12289625.14679450399768131733170887",1620691200,"38.65109513749674782504960910422338","30037.98874351496807374041076351979","3239265.59508116241659436","125201162.6911020259394520310910559"
"702","643190.3489796711780709738047286008","648238.842606796784101548","24639058.73669234713949553431715074",1620604800,"36.48985039056776693549834096947158","30597.86309299241480013267370984067","3315798.165619816730012743","120992978.9887861546606089986560079"
"957","494901.0091310471040511385318119908","496794.878763619966428252","19812277.82904442138819218169003701",1620518400,"39.50847559497751922074063956050215","32278.36154374642945733995314338531","3203156.206698684758633142","126551818.8192557528574399128119703"
"936","320381.2554159706670383187592353929","322500.730025095268949081","13029186.60194028125271455947128099",1620432000,"40.59701184455053679999660462995134","35946.56243472326787244988584321829","3458643.582033268779154725","140410594.4658833087993611810459512"
"1496","336514.0998462299127018742626397873","341666.661591585966503979","13646404.65040011621434959031160876",1620345600,"39.60096343866256462391973877242149","39504.55447578928345018227127118364","3472766.781520177480223054","137524910.3459824148701430075543182"
"2236","485907.806074262432061933537718691","492932.175562612819350378","20430409.28318946846193530943524067",1620259200,"40.31740791387159501954912834590588","40954.28473717493898300526624131191","3550643.407992929308732935","143152738.6367501386705604344869582"
"5595","1650468.614611143963199713494855944","1660229.28439358424279322","70935258.98837245467136533241973631",1620172800,"42.27524932223214924973305948861962","46850.84172083331062390365539248711","3897771.818714337152202532","164779275.4373188534086746978712826"
"6123","1219848.666645502789508177975193527","1231408.633699823661773493","52255254.63409989265776971111388299",1620086400,"43.23814316089459372075801554933721","49160.61816073097370465140102580482","3689432.891523474894862954","159524227.5462053015026653430060276"
"2592","1137578.123462774794732301131425912","1141550.043916081579404486","49162242.3925864894430994074467953",1620000000,"42.40337932168305849428414444291658","44618.51365168323734055772674469404","3604792.507003724016306734","152855384.0504397427650927612263502"
"2287","558754.8357588393900680704090401412","565290.697624967624596976","23501565.0658047398936030770348478",1619913600,"42.36657729153796846668091764630581","49450.77692780971210681454169212411","3439979.179028451788730138","145740143.7695902293196588124231593"
"1836","440419.5469699290150211422199286161","447772.352245190813587595","17908615.19515285047209783800626607",1619827200,"40.09266454793364930765028209919014","48749.95437637319523219642343681168","3577820.079144378530555707","143444340.2459969884461491767670094"
"1664","415452.2285222476034059300856248802","420879.61947880730149126","16954191.27051918282073650028400092",1619740800,"40.45078996839841167560820398732169","50456.05359006706748081162169489648","3456724.61374188880511468","139827241.3290662700647814324631906"
"1686","521347.2250578557402439833911989583","526785.132032338726170051","22190145.58180386694785208108803621",1619654400,"41.23872003506711676012081428205909","50998.13278462910606102993777842759","3410058.887139416363532541","140626463.7498349255333422290219992"
"1798","731071.520787506263446822932970929","740346.352353601590823564","30360290.88862323065022434662178237",1619568000,"42.60070281483109312503883128465691","51862.33863469725120341883230310403","3340095.740446695584273935","142290426.0118528888008367302388896"
"1887","852029.3333209518662098126455238163","860167.801183450646084708","33822847.55789685105063465301285096",1619481600,"39.641600797016862236079744236522","51082.04283388748449165113140587814","3423768.470654686392278903","135723662.9351060195921829800102588"
